url,title,github-author,github-link,date,abstract,star,tasks
https://paperswithcode.com/paper/masknet-introducing-feature-wise,MaskNet: Introducing Feature-Wise Multiplication to CTR Ranking Models by Instance-Guided Mask,UlionTse/mlgb,https://github.com/UlionTse/mlgb/blob/main/mlgb/torch/models/ranking.py,9 Feb 2021,We also turn the feed-forward layer in DNN model into a mixture of addictive and multiplicative feature interactions by proposing MaskBlock in this paper.,367,"Recommendation Systems,Click-Through Rate Prediction"
https://paperswithcode.com/paper/once-for-all-controllable-generative-image,Once-for-All: Controllable Generative Image Compression with Dynamic Granularity Adaption,lianqi1008/Control-GIC,https://github.com/lianqi1008/Control-GIC,2 Jun 2024,"To overcome this challenge, this paper proposes a Controllable Generative Image Compression framework, Control-GIC, the first capable of fine-grained bitrate adaption across a broad spectrum while ensuring high-fidelity and generality compression.",27,Image Compression
https://paperswithcode.com/paper/pepnet-parameter-and-embedding-personalized,PEPNet: Parameter and Embedding Personalized Network for Infusing with Personalized Prior Information,UlionTse/mlgb,https://github.com/UlionTse/mlgb,2 Feb 2023,"By infusing personalized selection of Embedding and personalized modification of DNN parameters, PEPNet tailored to the interests of each individual obtains significant performance gains, with online improvements exceeding 1\% in multiple task metrics across multiple domains.",367,Recommendation Systems
https://paperswithcode.com/paper/grokfast-accelerated-grokking-by-amplifying,Grokfast: Accelerated Grokking by Amplifying Slow Gradients,ironjr/grokfast,https://github.com/ironjr/grokfast,30 May 2024,One puzzling artifact in machine learning dubbed grokking is where delayed generalization is achieved tenfolds of iterations after near perfect overfitting to the training data.,53,Other
https://paperswithcode.com/paper/nerf-on-the-go-exploiting-uncertainty-for,NeRF On-the-go: Exploiting Uncertainty for Distractor-free NeRFs in the Wild,cvg/nerf-on-the-go,https://github.com/cvg/nerf-on-the-go,29 May 2024,"Neural Radiance Fields (NeRFs) have shown remarkable success in synthesizing photorealistic views from multi-view images of static scenes, but face challenges in dynamic, real-world environments with distractors like moving objects, shadows, and lighting changes.",74,Other
https://paperswithcode.com/paper/deepseek-v2-a-strong-economical-and-efficient,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",deepseek-ai/deepseek-v2,https://github.com/deepseek-ai/deepseek-v2,7 May 2024,"MLA guarantees efficient inference through significantly compressing the Key-Value (KV) cache into a latent vector, while DeepSeekMoE enables training strong models at an economical cost through sparse computation.","2,476","Reinforcement Learning (RL),Language Modelling"
https://paperswithcode.com/paper/nvs-solver-video-diffusion-model-as-zero-shot,NVS-Solver: Video Diffusion Model as Zero-Shot Novel View Synthesizer,zhu-zhiyu/nvs_solver,https://github.com/zhu-zhiyu/nvs_solver,24 May 2024,"By harnessing the potent generative capabilities of pre-trained large video diffusion models, we propose NVS-Solver, a new novel view synthesis (NVS) paradigm that operates \textit{without} the need for training.",144,Novel View Synthesis
https://paperswithcode.com/paper/the-unreasonable-effectiveness-of-eccentric,The Unreasonable Effectiveness of Eccentric Automatic Prompts,stanfordnlp/dspy,https://github.com/stanfordnlp/dspy,9 Feb 2024,"Given the combinatorial complexity, and thus computation time, of experimenting with hand-tuning prompts for large black-box models, we then compared the performance of the best ""positive thinking"" prompt against the output of systematic prompt optimization.","12,522","GSM8K,Arithmetic Reasoning"
https://paperswithcode.com/paper/efficient-guided-generation-for-llms,Efficient Guided Generation for Large Language Models,normal-computing/outlines,https://github.com/normal-computing/outlines,19 Jul 2023,In this article we show how the problem of neural text generation can be constructively reformulated in terms of transitions between the states of a finite-state machine.,"6,521","Text Generation,Language Modelling"
https://paperswithcode.com/paper/assisting-in-writing-wikipedia-like-articles,Assisting in Writing Wikipedia-like Articles From Scratch with Large Language Models,assafelovic/gpt-researcher,https://github.com/assafelovic/gpt-researcher,22 Feb 2024,"We study how to apply large language models to write grounded and organized long-form articles from scratch, with comparable breadth and depth to Wikipedia pages.","12,531",Retrieval
https://paperswithcode.com/paper/graphany-a-foundation-model-for-node,GraphAny: A Foundation Model for Node Classification on Any Graph,deepgraphlearning/graphany,https://github.com/deepgraphlearning/graphany,30 May 2024,Traditional graph ML models such as graph neural networks (GNNs) trained on graphs cannot perform inference on a new graph with feature and label spaces different from the training ones.,58,Node Classification
https://paperswithcode.com/paper/direct-3d-learning-direct-text-to-3d,DIRECT-3D: Learning Direct Text-to-3D Generation on Massive Noisy 3D Data,qihao067/direct3d,https://github.com/qihao067/direct3d,6 Jun 2024,"Unlike recent 3D generative models that rely on clean and well-aligned 3D data, limiting them to single or few-class generation, our model is directly trained on extensive noisy and unaligned `in-the-wild' 3D assets, mitigating the key challenge (i. e., data scarcity) in large-scale 3D generation.",14,"Text to 3D,3D Generation"
https://paperswithcode.com/paper/learning-1d-causal-visual-representation-with,Learning 1D Causal Visual Representation with De-focus Attention Networks,opengvlab/de-focus-attention-networks,https://github.com/opengvlab/de-focus-attention-networks,6 Jun 2024,"The issue of ""over-focus"" hinders the model's ability to extract diverse visual features and to receive effective gradients for optimization.",16,Other
https://paperswithcode.com/paper/do-anything-now-characterizing-and-evaluating,"""Do Anything Now"": Characterizing and Evaluating In-The-Wild Jailbreak Prompts on Large Language Models",verazuo/jailbreak_llms,https://github.com/verazuo/jailbreak_llms,7 Aug 2023,We hope that our study can facilitate the research community and LLM vendors in promoting safer and regulated LLMs.,299,Community Detection
https://paperswithcode.com/paper/flashrag-a-modular-toolkit-for-efficient,FlashRAG: A Modular Toolkit for Efficient Retrieval-Augmented Generation Research,ruc-nlpir/flashrag,https://github.com/ruc-nlpir/flashrag,22 May 2024,"With the advent of Large Language Models (LLMs), the potential of Retrieval Augmented Generation (RAG) techniques have garnered considerable research attention.",725,Retrieval
https://paperswithcode.com/paper/what-makes-good-in-context-examples-for-gpt-3,What Makes Good In-Context Examples for GPT-$3$?,stanfordnlp/dsp,https://github.com/stanfordnlp/dsp,17 Jan 2021,"Inspired by the recent success of leveraging a retrieval module to augment large-scale neural network models, we propose to retrieve examples that are semantically-similar to a test sample to formulate its corresponding prompt.","12,532","Natural Language Understanding,Few-Shot Learning"
https://paperswithcode.com/paper/inf-dit-upsampling-any-resolution-image-with,Inf-DiT: Upsampling Any-Resolution Image with Memory-Efficient Diffusion Transformer,thudm/inf-dit,https://github.com/thudm/inf-dit,7 May 2024,"However, due to a quadratic increase in memory during generating ultra-high-resolution images (e. g. 4096*4096), the resolution of generated images is often limited to 1024*1024.",208,"Super-Resolution,Image Generation"
https://paperswithcode.com/paper/mistral-7b,Mistral 7B,skypilot-org/skypilot,https://github.com/skypilot-org/skypilot,10 Oct 2023,"We introduce Mistral 7B v0. 1, a 7-billion-parameter language model engineered for superior performance and efficiency.","6,041","Chatbot,Arithmetic Reasoning"
https://paperswithcode.com/paper/anytool-self-reflective-hierarchical-agents,"AnyTool: Self-Reflective, Hierarchical Agents for Large-Scale API Calls",dyabel/anytool,https://github.com/dyabel/anytool,6 Feb 2024,We also revisit the evaluation protocol introduced by previous works and identify a limitation in this protocol that leads to an artificially high pass rate.,188,"Large Language Model,Language Modelling"
https://paperswithcode.com/paper/training-language-models-to-follow,Training language models to follow instructions with human feedback,hiyouga/llama-efficient-tuning,https://github.com/hiyouga/llama-efficient-tuning,4 Mar 2022,"In this paper, we show an avenue for aligning language models with user intent on a wide range of tasks by fine-tuning with human feedback.","23,960",Other
https://paperswithcode.com/paper/freb-tqa-a-fine-grained-robustness-evaluation,FREB-TQA: A Fine-Grained Robustness Evaluation Benchmark for Table Question Answering,hiyouga/llama-factory,https://github.com/hiyouga/llama-factory,29 Apr 2024,"To investigate these aspects, we create and publish a novel TQA evaluation benchmark in English.","23,955",Question Answering
https://paperswithcode.com/paper/simpo-simple-preference-optimization-with-a,SimPO: Simple Preference Optimization with a Reference-Free Reward,princeton-nlp/simpo,https://github.com/princeton-nlp/simpo,23 May 2024,"Our top-performing model, built on Llama3-8B-Instruct, achieves a remarkable 44. 7 length-controlled win rate on AlpacaEval 2 -- surpassing Claude 3 Opus on the leaderboard, and a 33. 8 win rate on Arena-Hard -- making it the strongest 8B open-source model.",409,Instruction Following
https://paperswithcode.com/paper/2309-06180,Efficient Memory Management for Large Language Model Serving with PagedAttention,vllm-project/vllm,https://github.com/vllm-project/vllm,12 Sep 2023,"On top of it, we build vLLM, an LLM serving system that achieves (1) near-zero waste in KV cache memory and (2) flexible sharing of KV cache within and across requests to further reduce memory usage.","20,731","Large Language Model,Language Modelling"
https://paperswithcode.com/paper/learning-to-cache-accelerating-diffusion,Learning-to-Cache: Accelerating Diffusion Transformer via Layer Caching,horseee/learning-to-cache,https://github.com/horseee/learning-to-cache,3 Jun 2024,"To address the challenge of the exponential search space in deep models for identifying layers to cache and remove, we propose a novel differentiable optimization objective.",27,Denoising
https://paperswithcode.com/paper/prometheus-inducing-fine-grained-evaluation,Prometheus: Inducing Fine-grained Evaluation Capability in Language Models,stanford-oval/storm,https://github.com/stanford-oval/storm,12 Oct 2023,"We first construct the Feedback Collection, a new dataset that consists of 1K fine-grained score rubrics, 20K instructions, and 100K responses and language feedback generated by GPT-4.","4,619","Large Language Model,Language Modelling"
https://paperswithcode.com/paper/mmbench-is-your-multi-modal-model-an-all,MMBench: Is Your Multi-modal Model an All-around Player?,InternLM/opencompass,https://github.com/InternLM/opencompass,12 Jul 2023,"In response to these challenges, we propose MMBench, a novel multi-modality benchmark.","2,948",Visual Question Answering
https://paperswithcode.com/paper/video-understanding-with-large-language,Video Understanding with Large Language Models: A Survey,yunlong10/awesome-llms-for-video-understanding,https://github.com/yunlong10/awesome-llms-for-video-understanding,29 Dec 2023,"With the burgeoning growth of online video platforms and the escalating volume of video content, the demand for proficient video understanding tools has intensified markedly.",805,Video Understanding
https://paperswithcode.com/paper/improved-distribution-matching-distillation,Improved Distribution Matching Distillation for Fast Image Synthesis,tianweiy/DMD2,https://github.com/tianweiy/DMD2,23 May 2024,Recent approaches have shown promises distilling diffusion models into efficient one-step generators.,254,Image Generation
https://paperswithcode.com/paper/gens-generalizable-neural-surface-1,GenS: Generalizable Neural Surface Reconstruction from Multi-View Images,prstrive/gens,https://github.com/prstrive/gens,,"Meanwhile, we introduce a multi-scale feature-metric consistency to impose the multi-view consistency in a more discriminative multi-scale feature space, which is robust to the failures of the photometric consistency.",26,Surface Reconstruction
https://paperswithcode.com/paper/mora-enabling-generalist-video-generation-via,Mora: Enabling Generalist Video Generation via A Multi-Agent Framework,lichao-sun/mora,https://github.com/lichao-sun/mora,20 Mar 2024,Sora is the first large-scale generalist video generation model that garnered significant attention across society.,"1,398","Text-to-Video Generation,Image to Video Generation"
https://paperswithcode.com/paper/the-benefits-of-a-concise-chain-of-thought-on,The Benefits of a Concise Chain of Thought on Problem-Solving in Large Language Models,matthewrenze/jhu-concise-cot,https://github.com/matthewrenze/jhu-concise-cot,11 Jan 2024,We evaluated this using GPT-3. 5 and GPT-4 with a multiple-choice question-and-answer (MCQA) benchmark.,19,"Multiple-choice,Math"
https://paperswithcode.com/paper/ader-a-comprehensive-benchmark-for-multi,ADer: A Comprehensive Benchmark for Multi-class Visual Anomaly Detection,zhangzjn/ader,https://github.com/zhangzjn/ader,5 Jun 2024,"This paper addresses this issue by proposing a comprehensive visual anomaly detection benchmark, \textbf{\textit{ADer}}, which is a modular framework that is highly extensible for new methods.",89,"Lesion Detection,Anomaly Detection"
https://paperswithcode.com/paper/lean-workbook-a-large-scale-lean-problem-set,Lean Workbook: A large-scale Lean problem set formalized from natural language math problems,internlm/internlm-math,https://github.com/internlm/internlm-math,6 Jun 2024,Our results indicate that the synthetic data pipeline can provide useful training data and improve the performance of LLMs in translating and understanding complex mathematical problems and proofs.,326,"Math,Automated Theorem Proving"
https://paperswithcode.com/paper/deep-learning-for-camera-calibration-and,Deep Learning for Camera Calibration and Beyond: A Survey,kangliao929/awesome-deep-camera-calibration,https://github.com/kangliao929/awesome-deep-camera-calibration,19 Mar 2023,"In this paper, we provide a comprehensive survey of learning-based camera calibration techniques, by analyzing their strengths and limitations.",461,Camera Calibration
https://paperswithcode.com/paper/itransformer-inverted-transformers-are,iTransformer: Inverted Transformers Are Effective for Time Series Forecasting,thuml/Time-Series-Library,https://github.com/thuml/Time-Series-Library,10 Oct 2023,"These forecasters leverage Transformers to model the global dependencies over temporal tokens of time series, with each token formed by multiple variates of the same timestamp.","4,793","Time Series Forecasting,Time Series"
https://paperswithcode.com/paper/lumina-t2x-transforming-text-into-any,"Lumina-T2X: Transforming Text into Any Modality, Resolution, and Duration via Flow-based Large Diffusion Transformers",alpha-vllm/lumina-t2x,https://github.com/alpha-vllm/lumina-t2x,9 May 2024,"Sora unveils the potential of scaling Diffusion Transformer for generating photorealistic images and videos at arbitrary resolutions, aspect ratios, and durations, yet it still lacks sufficient implementation details.","1,336",Other
https://paperswithcode.com/paper/audio-flamingo-a-novel-audio-language-model,Audio Flamingo: A Novel Audio Language Model with Few-Shot Learning and Dialogue Abilities,NVIDIA/audio-flamingo,https://github.com/NVIDIA/audio-flamingo,2 Feb 2024,Augmenting large language models (LLMs) to understand audio -- including non-speech sounds and non-verbal speech -- is critically important for diverse real-world applications of LLMs.,24,"Few-Shot Learning,Acoustic Scene Classification"
https://paperswithcode.com/paper/turning-whisper-into-real-time-transcription,Turning Whisper into Real-Time Transcription System,ufal/whisper_streaming,https://github.com/ufal/whisper_streaming,27 Jul 2023,"Whisper is one of the recent state-of-the-art multilingual speech recognition and translation models, however, it is not designed for real time transcription.","1,278","Speech Recognition,speech-recognition"
https://paperswithcode.com/paper/open-yolo-3d-towards-fast-and-accurate-open,Open-YOLO 3D: Towards Fast and Accurate Open-Vocabulary 3D Instance Segmentation,aminebdj/openyolo3d,https://github.com/aminebdj/openyolo3d,4 Jun 2024,"To this end, we propose a fast yet accurate open-vocabulary 3D instance segmentation approach, named Open-YOLO 3D, that effectively leverages only 2D object detection from multi-view RGB images for open-vocabulary 3D instance segmentation.",24,"object-detection,3D Instance Segmentation"
https://paperswithcode.com/paper/audio-mamba-bidirectional-state-space-model,Audio Mamba: Bidirectional State Space Model for Audio Representation Learning,mhamzaerol/audio-mamba-aum,https://github.com/mhamzaerol/audio-mamba-aum,5 Jun 2024,"Transformers have rapidly become the preferred choice for audio classification, surpassing methods based on CNNs.",19,"Representation Learning,Audio Classification"
https://paperswithcode.com/paper/easyspider-a-no-code-visual-system-for,EasySpider: A No-Code Visual System for Crawling the Web,NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,,"As such, web-crawling is an essential tool for both computational and non-computational scientists to conduct research.","27,413","Marketing,Data Integration"
https://paperswithcode.com/paper/pruner-zero-evolving-symbolic-pruning-metric,Pruner-Zero: Evolving Symbolic Pruning Metric from scratch for Large Language Models,pprp/pruner-zero,https://github.com/pprp/pruner-zero,5 Jun 2024,"In particular, we devise an elaborate search space encompassing the existing pruning metrics to discover the potential symbolic pruning metric.",26,Language Modelling
https://paperswithcode.com/paper/text-to-image-rectified-flow-as-plug-and-play,Text-to-Image Rectified Flow as Plug-and-Play Priors,yangxiaofeng/rectified_flow_prior,https://github.com/yangxiaofeng/rectified_flow_prior,5 Jun 2024,"Besides the generative capabilities of diffusion priors, motivated by the unique time-symmetry properties of rectified flow models, a variant of our method can additionally perform image inversion.",21,"Text to 3D,3D Generation"
https://paperswithcode.com/paper/how-abilities-in-large-language-models-are,How Abilities in Large Language Models are Affected by Supervised Fine-tuning Data Composition,wangrongsheng/caregpt,https://github.com/wangrongsheng/caregpt,9 Oct 2023,"We propose four intriguing research questions to explore the association between model performance and various factors including data amount, composition ratio, model size and SFT strategies.",587,"Instruction Following,Code Generation"
https://paperswithcode.com/paper/mathematical-supplement-for-the-texttt-gsplat,Mathematical Supplement for the $\texttt{gsplat}$ Library,nerfstudio-project/gsplat,https://github.com/nerfstudio-project/gsplat,4 Dec 2023,"This report provides the mathematical details of the gsplat library, a modular toolbox for efficient differentiable Gaussian splatting, as proposed by Kerbl et al.",957,Other
https://paperswithcode.com/paper/looking-backward-streaming-video-to-video,Looking Backward: Streaming Video-to-Video Translation with Feature Banks,Jeff-LiangF/streamv2v,https://github.com/Jeff-LiangF/streamv2v,24 May 2024,"This paper introduces StreamV2V, a diffusion model that achieves real-time streaming video-to-video (V2V) translation with user prompts.",305,Translation
https://paperswithcode.com/paper/prometheus-2-an-open-source-language-model,Prometheus 2: An Open Source Language Model Specialized in Evaluating Other Language Models,prometheus-eval/prometheus-eval,https://github.com/prometheus-eval/prometheus-eval,2 May 2024,Proprietary LMs such as GPT-4 are often employed to assess the quality of responses from various LMs.,602,Language Modelling
https://paperswithcode.com/paper/tetrahedron-splatting-for-3d-generation,Tetrahedron Splatting for 3D Generation,fudan-zvg/tet-splatting,https://github.com/fudan-zvg/tet-splatting,3 Jun 2024,"Using a signed distance field and Marching Tetrahedra, DMTet allows for precise mesh extraction and real-time rendering but is limited in handling large topological changes in meshes, leading to optimization challenges.",78,3D Generation
https://paperswithcode.com/paper/a-challenger-to-gpt-4v-early-explorations-of,A Challenger to GPT-4V? Early Explorations of Gemini in Visual Expertise,bradyfu/awesome-multimodal-large-language-models,https://github.com/bradyfu/awesome-multimodal-large-language-models,19 Dec 2023,"They endow Large Language Models (LLMs) with powerful capabilities in visual understanding, enabling them to tackle diverse multi-modal tasks.","9,901",Visual Reasoning
https://paperswithcode.com/paper/hanet-a-hierarchical-attention-network-for,HANet: A Hierarchical Attention Network for Change Detection With Bitemporal Very-High-Resolution Remote Sensing Images,faceonlive/ai-research,https://gitlab.com/faceonlive/ai-research,14 Apr 2024,"Benefiting from the developments in deep learning technology, deep-learning-based algorithms employing automatic feature extraction have achieved remarkable performance on the change detection (CD) task.",294,Change Detection
